id,doi,title,year,field,subfield,topic,container_title,publisher,authors,type,community,in_degree,out_degree,degree,eigenvector,pagerank,betweenness,PC1_score
W4319336953,https://doi.org/10.35848/1882-0786/acb9d3,Influence of oxygen vacancy and metal–semiconductor contact on the device performance of amorphous gallium oxide photodetectors,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Express,Institute of Physics,Shudong Hu; Dongyang Han; Kemin Jiang; Ningtao Liu; Wei Wang; Jinfu Zhang; Kaisen Liu; Tan Zhang; Wenrui Zhang; Jichun Ye,article,2,2,5,7,4.3e-15,0.000313888,3.94e-05,-0.14824257770885063
W3118676998,https://doi.org/10.1103/physrevb.103.035304,Quantitative explanation of the Schottky barrier height,2021,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Semiconductor materials and interfaces,Physical review. B./Physical review. B,American Physical Society,R. T. Tung; Leeor Kronik,article,9,2,2,4,1.15e-15,0.000358221,9.36e-07,-0.23596700420508893
W2917464471,https://doi.org/10.1039/c9nr00574a,Control of the metal/WS<sub>2</sub> contact properties using 2-dimensional buffer layers,2019,Materials Science,Materials Chemistry,2D Materials and Applications,Nanoscale,Royal Society of Chemistry,Krystian Nowakowski; Rik van Bremen; Harold J. W. Zandvliet; Pantelis Bampoulis,article,9,2,1,3,1.06e-12,0.000415382,0.0,-0.2524295859846053
W2919589742,https://doi.org/10.1103/physrevb.99.115302,Bulklike band-offset mystery solved through energy minimization: Lessons from perovskite oxide heterojunctions,2019,Materials Science,Materials Chemistry,Ferroelectric and Piezoelectric Materials,Physical review. B./Physical review. B,American Physical Society,R. T. Tung; Leeor Kronik,article,9,2,1,3,1.69e-14,0.000496146,0.0,-0.243709199369913
W2948542531,https://doi.org/10.1088/1674-4926/40/6/062003,Bilayer tellurene–metal interfaces,2019,Materials Science,Materials Chemistry,Graphene research and applications,Journal of Semiconductors,IOP Publishing,Hua Pang; Jiahuan Yan; Jie Yang; Shiqi Liu; Yuanyuan Pan; Xiuying Zhang; Bowen Shi; Hao Tang; Jinbo Yang; Qihang Liu; Lianqiang Xu; Yangyang Wang; Jing Lv,article,9,2,1,3,9.21e-12,0.00031774,0.0,-0.2629723523129084
W3141636783,https://doi.org/10.1016/j.apsusc.2021.149654,Tunable Schottky barriers and electronic properties in van der Waals heterostructures of semiconducting monolayer gold sulfides and graphene,2021,Materials Science,Materials Chemistry,2D Materials and Applications,Applied Surface Science,Elsevier BV,Yufei Xue; Lei Gao; Han Liu; Weina Ren; Xuxia Shai; Tingting Wei; Yafang Tian; Chunhua Zeng,article,9,2,4,6,3.34e-13,0.000360078,6.55e-06,-0.18791504156358765
W3092781143,https://doi.org/10.1007/s10854-020-04597-9,Temperature dependent electronic transport properties of heterojunctions formed between perovskite SrTiO3 nanocubes and silicon,2020,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Semiconductor materials and interfaces,Journal of Materials Science Materials in Electronics,Springer Science+Business Media,Lütfi Bilal Taşyürek; Şaki̇r Aydoğan; Melike Sevim; Zakir Çaldıran,article,9,2,2,4,1.15e-15,0.000417013,1.87e-06,-0.2289744194854203
W2971718864,https://doi.org/10.1142/s0217979219502321,The electrical current characteristics of thermally annealed Co/anodic oxide layer/<i>n</i>-GaAs sandwich structures,2019,Engineering,Electrical and Electronic Engineering,Semiconductor materials and devices,International Journal of Modern Physics B,World Scientific,N. Yıldırım; A. Türüt; Mehmet Biber; M. Sağlam; B. Güzeldir,article,9,2,2,4,1.9e-14,0.000575107,1.4e-06,-0.2122287962240073
W3045443659,https://doi.org/10.1039/d0tc02040k,Synthesis and optoelectronic properties of ultrathin Ga<sub>2</sub>O<sub>3</sub> nanowires,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Materials Chemistry C,Royal Society of Chemistry,Eli Sutter; Juan Carlos Idrobo; Peter Sutter,article,2,2,5,7,4.3e-15,0.00046757,4.19e-05,-0.1299236022741266
W3029087103,https://doi.org/10.3390/nano10061031,Catalyst-Assisted Large-Area Growth of Single-Crystal β-Ga2O3 Nanowires on Sapphire Substrates by Metal–Organic Chemical Vapor Deposition,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Nanomaterials,Multidisciplinary Digital Publishing Institute,Chunyang Jia; Dae‐Woo Jeon; Jianlong Xu; Xiaoyan Yi; Ji-Hyeon Park; Yiyun Zhang,article,2,2,2,4,9.88e-17,0.000398118,7.43e-06,-0.22717737339359698
W3041614140,https://doi.org/10.1149/2162-8777/aba406,Ultra-Wide Bandgap <i>β</i>-Ga<sub>2</sub>O<sub>3</sub> Heterojunction Field-Effect Transistor Using p-Type 4H-SiC Gate for Efficient Thermal Management,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,ECS Journal of Solid State Science and Technology,Institute of Physics,Dongryul Lee; Hyoung Woo Kim; Janghyuk Kim; Jeong Hyun Moon; Geonyeop Lee; Jihyun Kim,article,9,2,7,9,1.9e-14,0.000297308,1.46e-05,-0.12317141044521285
W3201867551,https://doi.org/10.1002/pssb.202100496,Studies on Schottky Barrier Diodes Fabricated using Single‐Crystal Wafers of β‐Ga<sub>2</sub>O<sub>3</sub> Grown by the Optical Floating Zone Technique,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,physica status solidi (b),Wiley,Dhandapani Dhanabalan; Vijayan Ananthu; Kaza Venkata Akshita; Sudipto Bhattacharya; E. Varadarajan; S. Ganesamoorthy; S. Moorthy Babu; Venkatachalam Natarajan; Sudeep Verma; Meenakshi Srivatsava; S. Lourdudoss,article,2,2,3,5,9.88e-17,0.000370499,6.87e-06,-0.20855749064967627
W4200580547,https://doi.org/10.1016/j.materresbull.2021.111718,"Effect of epitaxial growth rate on morphological, structural and optical properties of β-Ga2O3 films prepared by MOCVD",2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Materials Research Bulletin,Elsevier BV,Di Wang; Xiaochen Ma; Hongdi Xiao; Rongrong Chen; Yong Le; Caìna Luan; Biao Zhang; Jin Ma,article,2,2,2,4,2.2e-15,0.00032785,1.28e-05,-0.23105838702270315
W4206034968,https://doi.org/10.1109/jeds.2021.3139565,Wide Bandgap Vertical kV-Class <i>β</i>-Ga₂O₃/GaN Heterojunction p-n Power Diodes With Mesa Edge Termination,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Journal of the Electron Devices Society,Institute of Electrical and Electronics Engineers,Dinusha Herath Mudiyanselage; Dawei Wang; Houqiang Fu,article,1,2,7,9,3.25e-15,0.000295835,2.25e-05,-0.11787830640930876
W3212599687,https://doi.org/10.1002/smll.202105355,Wide Dynamic Range Thermometer Based on Luminescent Optical Cavities in Ga<sub>2</sub>O<sub>3</sub>:Cr Nanowires,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Small,Wiley,Manuel Alonso‐Orts; Daniel Carrasco; J. San Juán; M.L. Nó; A. de Andrés; Emilio Nogales; Bianchi Méndez,article,2,2,1,3,1.15e-15,0.000371689,0.0,-0.2571472801891245
W4285089974,https://doi.org/10.1002/adom.202200611,Vertically Stacked vdW Double Heterojunction Photodiode with Ultrawide Bandgap Gallium Oxide Electron Reservoir,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Advanced Optical Materials,Wiley,Chan Ho Lee; Youngseo Park; Sungkyu Kim; Yeong Je Jeong; Y. H. Ahn; Young Chul Kim; Junseok Heo; Geonwook Yoo,article,2,2,3,5,3.25e-15,0.000304361,1.42e-05,-0.21063988782676663
W3112661274,https://doi.org/10.1002/adpr.202000067,High Figure‐of‐Merit Gallium Oxide UV Photodetector on Silicon by Molecular Beam Epitaxy: A Path toward Monolithic Integration,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Advanced Photonics Research,Wiley,Partha Mukhopadhyay; Isa Hatipoglu; Tamil S. Sakthivel; Daniel A. Hunter; P. R. Edwards; Robert Martin; G. Naresh‐Kumar; Sudipta Seal; Winston V. Schoenfeld,article,4,2,4,6,2.2e-15,0.000304839,5.64e-06,-0.19450743229772316
W3164286076,https://doi.org/10.1103/physrevb.104.054107,"Phase transition of two-dimensional ferroelectric and paraelectric <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:msub><mml:mi>Ga</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi mathvariant=""normal"">O</mml:mi><mml:mn>3</mml:mn></mml:msub></mml:mrow></mml:math> monolayers: A density functional theory and machine learning study",2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Physical review. B./Physical review. B,American Physical Society,J. Zhao; Jesper Byggmästar; Zhaofu Zhang; Flyura Djurabekova; K. Nordlund; Mengyuan Hua,article,3,2,8,10,1.69e-14,0.000330531,1.43e-05,-0.0978027549808832
W3212597201,https://doi.org/10.1016/j.apsusc.2021.151814,Band offset and electrical properties of ErZO/β-Ga2O3 and GZO/β-Ga2O3 heterojunctions,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Surface Science,Elsevier BV,Ying‐Li Shi; Dong Mei Huang; C. C. Ling,article,1,2,5,7,6.1e-14,0.000321185,9.39e-06,-0.16816595951684024
W4200007281,https://doi.org/10.1063/5.0073692,Temperature dependence of cathodoluminescence emission in irradiated Si-doped β-Ga2O3,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,AIP Advances,American Institute of Physics,Sushrut Modak; Leonid Chernyak; Alfons Schulte; Minghan Xian; F. Ren; S. J. Pearton; A. Ruzin; S. S. Kosolobov; Vladimir P. Drachev,article,4,2,12,14,2.44e-13,0.000292449,1.99e-05,-0.010095836560106751
W4224287868,https://doi.org/10.1016/j.mseb.2022.115716,Electronic excitation-induced tunneling and charge-trapping explored by in situ electrical characterization in Ni/HfO2/β-Ga2O3 metal–oxide–semiconductor capacitors,2022,Engineering,Electrical and Electronic Engineering,Semiconductor materials and devices,Materials Science and Engineering B,Elsevier BV,N. Manikanthababu; Bhera Ram Tak; K. Prajna; Shuvam Sarkar; Ramcharan Meena; Asokan Kandasami; S. R. Barman; Rajendra Singh; B.K. Panigrahi,article,4,2,5,7,2.2e-15,0.000291523,2.11e-07,-0.1777035202786311
W4284893780,https://doi.org/10.1063/5.0100352,Optical transitions of gallium vacancies in neutron irradiated <i>β</i>-Ga2O3,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Suman Bhandari; Claudia Nardone; M. E. Zvanut,article,4,2,11,13,1.8e-14,0.000300838,1.34e-05,-0.035664480327862076
W3096465917,https://doi.org/10.1088/1674-1056/abc546,Self-powered solar-blind photodiodes based on EFG-grown (100)-dominant β-Ga<sub>2</sub>O<sub>3</sub> substrate*,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Chinese Physics B,IOP Publishing,Xulong Chu; Zeng Liu; Yusong Zhi; Yuan-Yuan Liu; Shaohui Zhang; Chao Wu; Ang Gao; Peigang Li; Daoyou Guo; Zhenping Wu; Weihua Tang,article,2,2,11,13,9.88e-17,0.000333132,1.39e-05,-0.03183250543067643
W3147113671,https://doi.org/10.1116/6.0000927,Large-scale synthesis of atomically thin ultrawide bandgap β-Ga2O3 using a liquid gallium squeezing technique,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Vacuum Science & Technology A Vacuum Surfaces and Films,American Institute of Physics,Hyunik Park; Yongha Choi; Sujung Yang; Jinho Bae; Jihyun Kim,article,3,2,2,4,1.98e-13,0.000351182,1.87e-06,-0.23608243508877153
W4200308672,https://doi.org/10.1080/02564602.2021.2004936,A Simulation Approach for Depletion and Enhancement Mode in β-Ga<sub>2</sub>O<sub>3</sub> MOSFET,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IETE Technical Review,Taylor & Francis,Pharyanshu Kachhawa; Nidhi Chaturvedi,article,1,2,3,5,3.34e-13,0.00039088,4.76e-06,-0.2078130859429547
W4213316391,https://doi.org/10.1063/5.0069655,A trapping tolerant drain current based temperature measurement of <i>β</i>-Ga2O3 MOSFETs,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Xiang Zheng; Taylor Moule; James W. Pomeroy; Masataka Higashiwaki; Martin Kuball,article,2,2,2,4,2.75e-13,0.000317541,1.14e-05,-0.23313769139718576
W4229455763,https://doi.org/10.3390/coatings12050645,Preparation of High-Thickness n−-Ga2O3 Film by MOCVD,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Coatings,Multidisciplinary Digital Publishing Institute,Chunlei Zhao; Teng Jiao; Wei Chen; Zeming Li; Xinyong Dong; Zhengda Li; Zhaoti Diao; Yuantao Zhang; Baolin Zhang; Guotong Du,article,1,2,6,8,9.88e-17,0.000306054,3.72e-05,-0.12861827420567234
W4225326162,https://doi.org/10.1103/physrevx.12.021027,Ytterbium Nuclear-Spin Qubits in an Optical Tweezer Array,2022,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Quantum optics and atomic interactions,Physical Review X,American Physical Society,Alec Jenkins; Joanna W. Lis; Aruku Senoo; William F. McGrew; Adam M. Kaufman,article,6,2,2,4,9.88e-17,0.00045769,1.87e-06,-0.2245823739317827
W3168861230,https://doi.org/10.1103/physrevd.106.054508,Quantum simulation of nonequilibrium dynamics and thermalization in the Schwinger model,2022,Computer Science,Artificial Intelligence,Quantum Information and Cryptography,Physical review. D/Physical review. D.,American Physical Society,Wibe A. de Jong; Kyle Lee; James Declan Mulligan; Mateusz Andrzej Ploskon; Felix Ringer; Xiaojun Yao,article,6,2,2,4,1.69e-14,0.000440223,9.36e-07,-0.2271129461501052
W3166802978,https://doi.org/10.1103/prxquantum.2.020331,Interface between Trapped-Ion Qubits and Traveling Photons with Close-to-Optimal Efficiency,2021,Computer Science,Artificial Intelligence,Quantum Information and Cryptography,PRX Quantum,American Physical Society,Josef Schupp; Vojtech Krcmarsky; V. Krutyanskiy; Martin Meraner; Tracy E. Northup; B. P. Lanyon,article,6,2,1,3,1.15e-15,0.000527972,0.0,-0.2402728288957125
W3209058132,https://doi.org/10.1063/5.0067217,Fe-related optical transitions in floating zone and Czochralski grown <i>β</i>-Ga2O3 crystals,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Suman Bhandari; M. E. Zvanut,article,4,2,9,11,1.9e-12,0.000329328,5.11e-05,-0.05054680431675872
W4316590486,https://doi.org/10.1088/1361-665x/acb3a2,Pressure sensing of Ga<sub>2</sub>O<sub>3</sub> thin film,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Smart Materials and Structures,IOP Publishing,Zeng Liu; Shaohui Zhang; Maolin Zhang; Junpeng Fang; Ling Du; Jian Zhang; Chang Xu; Yufeng Guo; Weihua Tang,article,2,2,7,9,3.91e-05,0.000328693,3.25e-05,-0.10671977499402441
W3034156541,https://doi.org/10.1149/2162-8777/ab981d,In Situ Transmission Electron Microscopy Observations of Forward Bias Degradation of Vertical Geometry β-Ga<sub>2</sub>O<sub>3</sub> Rectifiers,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,ECS Journal of Solid State Science and Technology,Institute of Physics,Zahabul Islam; Aman Haque; Nicholas R. Glavin; Minghan Xian; F. Ren; A. Y. Polyakov; А. I. Kochkova; Marko J. Tadjer; S. J. Pearton,article,1,2,10,12,0.000156307,0.000310979,2.32e-05,-0.046959160649270165
W3200275248,https://doi.org/10.3390/cryst11091111,Transport Mechanism of Enhanced Performance in an Amorphous/Monoclinic Mixed-Phase Ga2O3 Solar-Blind Deep Ultraviolet Photodetector,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Crystals,Multidisciplinary Digital Publishing Institute,Haowen Liu; Honglin Li; Shuren Zhou; Hong Zhang; Shiqiang Fan; Yuting Cui; Chunyang Kong; Lijuan Ye; Yuanqiang Xiong; Wanjun Li,article,2,2,8,10,1.8e-14,0.000323841,1.57e-05,-0.09755889525975511
W3204061565,https://doi.org/10.1116/6.0001347,Nitrogen ion-implanted resistive regions for edge termination of vertical Ga2O3 rectifiers,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Vacuum Science & Technology A Vacuum Surfaces and Films,American Institute of Physics,Xinyi Xia; Minghan Xian; Chaker Fares; Ribhu Sharma; Mark E. Law; F. Ren; S. J. Pearton,article,1,2,18,20,2.31e-13,0.000294242,7.09e-05,0.1572261159909912
W3213419755,https://doi.org/10.1016/j.apsusc.2021.151956,The formation and role of the SiO2 oxidation layer in the 4H-SiC/β-Ga2O3 interface,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Surface Science,Elsevier BV,Naxin Zhu; Kaichuang Ma; Xiangyi Xue; Jie Su,article,2,2,8,10,9.88e-17,0.00036464,6.26e-05,-0.060785854017334176
W3043531699,https://doi.org/10.1063/5.0011783,Inhomogeneous interface dipole effect at the Schottky junctions of PdCrO2 on <i>β</i>-Ga2O3 (2¯01) substrates,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Tomoki Miyakawa; T. Harada; Shun Ito; Atsushi Tsukazaki,article,1,2,3,5,9.88e-17,0.000350281,1.64e-06,-0.2143499634454214
W3094822344,https://doi.org/10.1109/ted.2020.3031883,Temperature-Dependent Electrical Properties of Graphitic Carbon Schottky Contacts to <i>β</i>-Ga₂O₃,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Transactions on Electron Devices,Institute of Electrical and Electronics Engineers,Hiep N. Tran; Phuong Y. Le; Billy J. Murdoch; Martin Allen; C. F. McConville; J. G. Partridge,article,1,2,3,5,0.000117228,0.000342319,1.19e-05,-0.20600223143714563
W3188274486,https://doi.org/10.1088/1361-6463/ac196f,Ultrahigh responsivity deep-ultraviolet ϵ-Ga<sub>2</sub>O<sub>3</sub> field effect phototransistors with P-Si gate,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Physics D Applied Physics,Institute of Physics,Xin Zhou; Xiaodong Zhang; Tao He; Yongjian Ma; Li Zhang; Tiwei Chen; Xing Wei; Wenbo Tang; Yaming Fan; Yong Cai; Baoshun Zhang; Xinping Zhang,article,2,2,1,3,1.15e-15,0.000386286,0.0,-0.25557118832033565
W4224902990,https://doi.org/10.1016/j.matlet.2022.132248,Disordering of β-Ga2O3 upon irradiation with Si+ ions: Effect of surface orientation,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Materials Letters,Elsevier BV,В. Н. Трушин; Alena Nikolskaya; Д. С. Королев; A. N. Mikhaylov; A. I. Belov; Е. А. Питиримова; Д. А. Павлов; D. I. Tetelbaum,article,4,2,10,12,1.69e-13,0.00032269,0.000256757,0.11265820421970789
W2931108769,https://doi.org/10.1016/j.jallcom.2019.04.058,Achieving high transparent β-Ga2O3 through AlGa-InGa-VO,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Alloys and Compounds,Elsevier BV,Jiani Ma; Yu Sun; Jianyan Lin; Guochun Yang; Haiyang Xu; Jiangang Ma; Yichun Liu,article,2,2,2,4,3.37e-14,0.000369178,2.34e-06,-0.23381497229577206
W3011883157,https://doi.org/10.1063/5.0002875,Changes in band alignment during annealing at 600 °C of ALD Al<sub>2</sub>O<sub>3</sub> on (In<sub>x</sub>Ga<sub>1 − x</sub>)<sub>2</sub>O<sub>3</sub> for x = 0.25–0.74,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Chaker Fares; Minghan Xian; David J. Smith; Martha R. McCartney; Max Kneiß; Holger von Wenckstern; Marius Grundmann; Marko J. Tadjer; F. Ren; S. J. Pearton,article,7,2,8,10,2.14e-13,0.000318629,2.65e-05,-0.0906680829403166
W3105715343,https://doi.org/10.1116/6.0000693,Design and implementation of floating field ring edge termination on vertical geometry β-Ga2O3 rectifiers,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Vacuum Science & Technology A Vacuum Surfaces and Films,American Institute of Physics,Ribhu Sharma; Minghan Xian; Mark E. Law; Marko J. Tadjer; F. Ren; S. J. Pearton,article,1,2,14,16,2.05e-12,0.000289482,1.3e-05,0.028798780548632084
W3213144862,https://doi.org/10.1063/5.0069338,Extremely low thermal conductivity of <i>β</i>−Ga2O3 with porous structure,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Huijuan Wu; Songhao Ning; N. D. Qi; Feng Ren; Zhiquan Chen; Xianli Su; Xinfeng Tang,article,3,2,4,6,1.15e-15,0.000323292,1.86e-05,-0.18357070851279675
W4281786267,https://doi.org/10.1016/j.mlblux.2022.100149,Growth of indium-incorporated κ-Ga2O3 thin film lattice-matched to the ε-GaFeO3 substrate,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Materials Letters X,Elsevier BV,Hiroyuki Nishinaka; Osamu Ueda; Noriaki Ikenaga; Noriyuki Hasuike; Masahiro Yoshimoto,article,3,2,3,5,1.15e-15,0.000415408,9.36e-06,-0.20199003822508182
W4309623895,https://doi.org/10.1063/5.0127232,Enhanced epitaxial growth of Ga2O3 using an ultrathin SnO2 layer,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Alexander Karg; M. Kracht; Patrick Vogt; Adrian Messow; Nicolas Braud; Jörg Schörmann; Marcus Rohnke; Jürgen Janek; J. Falta; Martin Eickhoff,article,3,2,5,7,1.15e-15,0.00035261,1.92e-05,-0.1580025593555262
W3215214173,https://doi.org/10.1039/d1ce01207j,Effect of unintentional nitrogen incorporation on n-type doping of β-Ga<sub>2</sub>O<sub>3</sub>grown by molecular beam epitaxy,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,CrystEngComm,Royal Society of Chemistry,Jiaqi Wei; Fang Liu; Xin Rong; Tao Wang; Liuyun Yang; Renchun Tao; Jing Yang; Liwei Guo; Bo Shen; Xinqiang Wang,article,4,2,7,9,1.15e-15,0.000348904,3.25e-05,-0.10524679618460438
W4285582031,https://doi.org/10.1109/icee50728.2020.9777064,Exploring current conduction mechanisms in 6 MeV $\text{Si}^{3+}$ ion irradiated Au/SiO<sub>2</sub>/beta-Ga<sub>2</sub>O<sub>3</sub> metal-oxide-semiconductor devices,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,,,N. Manikanthababu; Bhera Ram Tak; Hardhyan Sheoran; K. Prajna; B.K. Panigrahi; Rajendra Singh,article,4,2,3,5,2.2e-15,0.000291523,1.17e-07,-0.2217453727460965
W3091204334,https://doi.org/10.1109/ted.2020.3023679,Deep-Recessed <i>β</i>-Ga₂O₃ Delta-Doped Field-Effect Transistors With <i>In Situ</i> Epitaxial Passivation,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Transactions on Electron Devices,Institute of Electrical and Electronics Engineers,Chandan Joishi; Zhanbo Xia; John Jamison; Shahadat H. Sohel; Roberto C. Myers; Saurabh Lodha; Siddharth Rajan,article,1,2,3,5,3.91e-05,0.000382969,1.69e-05,-0.19957962234420468
W4313703089,https://doi.org/10.1016/j.apsusc.2023.156385,Tunable Schottky barrier of WSi2N4/graphene heterostructure via interface distance and external electric field,2023,Materials Science,Materials Chemistry,Graphene research and applications,Applied Surface Science,Elsevier BV,Xinguo Ma; Huatin Bo; Xue‐Qing Gong; Gang Yuan; Zhuo Peng; Jingjing Lü; Qihai Xie,article,9,2,5,7,2.2e-15,0.000314828,1.21e-05,-0.16698205398428745
W3039768098,https://doi.org/10.1016/j.mtnano.2020.100092,Hybrid heterostructures and devices based on two-dimensional layers and wide bandgap materials,2020,Materials Science,Materials Chemistry,2D Materials and Applications,Materials Today Nano,Elsevier BV,Zhenping Wu; Wenjing Jie; Zhibin Yang; Jianhua Hao,article,9,2,3,5,1.15e-15,0.000403139,5.27e-06,-0.20613746236036898
W4313481462,https://doi.org/10.1016/j.apsusc.2022.156095,Graphene/MoSi2X4: A class of van der Waals heterojunctions with unique mechanical and optical properties and controllable electrical contacts,2022,Materials Science,Materials Chemistry,Graphene research and applications,Applied Surface Science,Elsevier BV,Zhanhai Li; Jiangchao Han; Shiqian Cao; Z.H. Zhang,article,9,2,7,9,9.88e-17,0.000307777,4.56e-06,-0.12897009454043276
W4384339595,https://doi.org/10.1063/5.0155310,Ohmic contacts in MXene/MoSi2N4 heterojunctions,2023,Materials Science,Materials Chemistry,MXene and MAX Phase Materials,Applied Physics Letters,American Institute of Physics,X X Zhang; Jun-Yue Zheng; Yucui Xiang; Di Wu; Jing Fan; Yi‐Yang Sun; Lijuan Chen; Li‐Yong Gan; Xiaoyuan Zhou,article,9,2,10,12,9.88e-17,0.000306319,9.16e-06,-0.059987382786215654
W2626914142,https://doi.org/10.1088/1674-4926/38/5/054003,Influence of Al<sub>2</sub>O<sub>3</sub>barrier on the interfacial electronic structure of Au/Ti/n-GaAs structures,2017,Engineering,Electrical and Electronic Engineering,Semiconductor materials and devices,Journal of Semiconductors,IOP Publishing,Abdulkerim Karabulut; Hasan Efeoğlu; A. Türüt,article,9,2,1,3,2.14e-13,0.000642096,0.0,-0.22795044015213337
W2768946687,https://doi.org/10.1002/wcms.1353,"Growth control, interface behavior, band alignment, and potential device applications of 2D lateral heterostructures",2017,Materials Science,Materials Chemistry,2D Materials and Applications,Wiley Interdisciplinary Reviews Computational Molecular Science,Wiley,Jijun Zhao; Kai Cheng; Nannan Han; Junfeng Zhang,article,9,2,1,3,0.000704478,0.000349158,1.8e-05,-0.2343781258857751
W3034269496,https://doi.org/10.1016/j.jssc.2020.121511,External-strain induced transition from Schottky to ohmic contact in Graphene/InS and Graphene/Janus In2SSe heterostructures,2020,Materials Science,Materials Chemistry,2D Materials and Applications,Journal of Solid State Chemistry,Elsevier BV,W.X. Zhang; Chao Shi; Cheng He; Min Bai,article,9,2,3,5,3.16e-14,0.000324934,1.12e-06,-0.21744564806752684
W3116955787,https://doi.org/10.1016/j.apsusc.2020.148799,The influence of Schottky barrier height onto visible-light triggered photocatalytic activity of TiO2 + Au composites,2020,Energy,"Renewable Energy, Sustainability and the Environment",Advanced Photocatalysis Techniques,Applied Surface Science,Elsevier BV,Gregor Žerjav; Janez Zavašnik; Janez Kovač; Albin Pintar,article,9,2,2,4,1.15e-15,0.000417013,0.0,-0.23026499152853916
W2996078398,https://doi.org/10.1038/s41699-019-0133-3,Oxidized-monolayer tunneling barrier for strong Fermi-level depinning in layered InSe transistors,2019,Materials Science,Materials Chemistry,2D Materials and Applications,npj 2D Materials and Applications,Nature Portfolio,Yi‐Hsun Chen; Chih-Yi Cheng; Shao‐Yu Chen; Jan Sebastian Dominic Rodriguez; Han-Ting Liao; Kenji Watanabe; Takashi Taniguchi; Chun‐Wei Chen; Raman Sankar; F. C. Chou; Hsiang‐Chih Chiu; Wei‐Hua Wang,article,9,2,2,4,6.33e-11,0.000402765,2.34e-07,-0.231641905391524
